source_network,network,station_id,station_name,latitude,longitude,elevation_m,start_date,actual_start_date,end_date,n_years,IGBP,lc_cci,koppen_geiger,has_soil_moisture,has_flux,location_group_id,split,oot_eligible,oost_eligible,joint_eval,flux_only_eval,ablation_train,ablation_oos,kg_macro,igbp_macro,elevation_band,soil_nan_pct,soil_patch_ok,same_patch_pair,tile_pair_eval,duplicate_of
ISMN,SCAN,Milford,Milford,38.34196,-113.01053,1526.0,20160101,20140101,20250907,11.7,CRO,10.0,BSk,True,False,232,oos,False,True,False,False,False,True,B,Grass-Crop,High,0.0,True,False,False,
ISMN,SCAN,Moccasin,Moccasin,47.05818,-109.95082,1297.0,20160101,20140101,20250321,11.2,GRA,130.0,BSk,True,False,233,train,True,False,False,False,False,False,B,Grass-Crop,Mid,0.0,True,False,False,
ISMN,SCAN,MonoclineRidge,MonoclineRidge,36.54417,-120.55463,267.0,20160101,20141030,20211101,7.0,SAV,120.0,BWk,True,False,234,train,False,False,False,False,False,False,B,Shrub-Savanna,Low,0.0215,True,False,False,
ISMN,SCAN,Morgan,Morgan,40.9999,-111.68555,1558.0,20160101,20140101,20251230,12.0,CRO,10.0,Dsb,True,False,235,train,True,False,False,False,True,False,D,Grass-Crop,High,0.0,True,False,False,
ISMN,SCAN,MorrisFarms,MorrisFarms,32.41222,-85.91028,67.0,20160823,20160823,20200416,3.6,MF,40.0,Cfa,True,False,236,oos,False,False,False,False,False,False,C,Forest,Low,0.0,True,False,False,
ISMN,SCAN,MountainHome,MountainHome,40.37263,-110.40602,2111.0,20160101,20140101,20241122,10.9,CRO,11.0,BSk,True,False,237,train,True,False,False,False,False,False,B,Grass-Crop,High,0.0,True,False,False,
ISMN,SCAN,MtVernon,MtVernon,37.06667,-93.88333,351.0,20160921,20160921,20201126,4.2,GRA,130.0,Cfa,True,False,238,oos,False,False,False,False,False,True,C,Grass-Crop,Low,0.0,True,False,False,
ISMN,SCAN,NPiedmontArec,NPiedmontArec,38.23333,-78.11667,158.0,20160101,20140101,20251230,12.0,GRA,130.0,Cfa,True,False,239,oos,False,True,False,False,False,False,C,Grass-Crop,Low,0.0,True,False,False,
ISMN,SCAN,Nacogdoches,Nacogdoches,31.504,-94.75994,75.0,20180427,20180427,20220709,4.2,ENF,70.0,Cfa,True,False,240,oos,False,False,False,False,False,False,C,Forest,Low,0.0409,True,False,False,
ISMN,SCAN,Nephi,Nephi,39.64554,-111.87044,1599.0,20160101,20140101,20250321,11.2,GRA,130.0,Dfa,True,False,242,val,False,False,False,False,False,False,D,Grass-Crop,High,0.0,True,False,False,
ISMN,SCAN,NorthIssaquena,NorthIssaquena,32.9972,-91.05993,34.0,20160101,20150919,20210503,5.6,CRO,10.0,Cfa,True,False,243,train,False,False,False,False,False,False,C,Grass-Crop,Low,0.0,True,False,False,
ISMN,SCAN,Nunn#1,Nunn#1,40.85989,-104.74033,1798.0,20220107,20220107,20251230,4.0,GRA,130.0,BSk,True,False,244,train,True,False,False,False,True,False,B,Grass-Crop,High,0.0,True,False,False,
ISMN,SCAN,Onward,Onward,32.75358,-90.94208,30.0,20160101,20150919,20251230,10.3,CRO,10.0,Cfa,True,False,245,train,True,False,False,False,False,False,C,Grass-Crop,Low,0.0,True,False,False,
ISMN,SCAN,OrchardRangeSite,OrchardRangeSite,43.32268,-115.99643,975.0,20210512,20210512,20251230,4.6,SAV,120.0,BSk,True,False,246,train,True,False,False,False,True,False,B,Shrub-Savanna,Mid,0.0,True,False,False,
ISMN,SCAN,Panguitch,Panguitch,37.86975,-112.43437,1992.0,20160101,20140101,20220529,8.4,CRO,10.0,BSk,True,False,247,train,False,False,False,False,False,False,B,Grass-Crop,High,0.0,True,False,False,
ISMN,SCAN,ParkValley,ParkValley,41.77318,-113.28596,1554.0,20160101,20140101,20220717,8.5,GRA,130.0,BSk,True,False,248,train,False,False,False,False,False,False,B,Grass-Crop,High,0.0,True,False,False,
ISMN,SCAN,PeeDee,PeeDee,34.3,-79.73333,37.0,20190221,20190221,20251230,6.9,CRO,10.0,Cfa,True,False,249,val,False,False,False,False,False,False,C,Grass-Crop,Low,0.0499,True,False,False,
ISMN,SCAN,PerdidoRivFarms,PerdidoRivFarms,31.10923,-87.55277,91.0,20160101,20140101,20200614,6.5,GRA,130.0,Cfa,True,False,250,train,False,False,False,False,True,False,C,Grass-Crop,Low,0.0071,True,False,False,
ISMN,SCAN,Perthshire,Perthshire,33.9737,-90.90496,61.0,20160216,20160216,20210916,5.6,CRO,10.0,Cfa,True,False,251,train,False,False,False,False,True,False,C,Grass-Crop,Low,0.0,True,False,False,
ISMN,SCAN,Phillipsburg,Phillipsburg,39.78638,-99.32953,605.0,20160101,20140101,20251230,12.0,GRA,130.0,Dfa,True,False,252,train,True,False,False,False,True,False,D,Grass-Crop,Mid,0.0,True,False,False,
ISMN,SCAN,PineNut,PineNut,36.57285,-115.20422,2067.0,20210703,20210703,20250805,4.1,GRA,130.0,BWh,True,False,253,val,False,False,False,False,False,False,B,Grass-Crop,High,0.0,True,False,False,
ISMN,SCAN,PowderMill,PowderMill,39.01667,-76.85,32.0,20160101,20140101,20251230,12.0,GRA,130.0,Cfa,True,False,254,val,False,False,False,False,False,False,C,Grass-Crop,Low,0.0007,True,False,False,
ISMN,SCAN,PowellGardens,PowellGardens,38.86667,-94.03333,293.0,20160319,20160319,20210707,5.1,GRA,130.0,Dfa,True,False,255,train,False,False,False,False,False,False,D,Grass-Crop,Low,0.0091,True,False,False,
ISMN,SCAN,PrairieView#1,PrairieView#1,30.08333,-95.98333,82.0,20160101,20150712,20220505,6.8,GRA,130.0,Cfa,True,False,256,train,False,False,False,False,False,False,C,Grass-Crop,Low,0.0011,True,False,False,
ISMN,SCAN,Price,Price,39.53288,-110.80604,1718.0,20160101,20140101,20251211,11.9,CRO,10.0,Dfb,True,False,257,train,True,False,False,False,False,False,D,Grass-Crop,High,0.0458,True,False,False,
ISMN,SCAN,Princeton#1,Princeton#1,37.1,-87.83333,187.0,20160101,20140401,20180323,3.8,CRO,10.0,Cfa,True,False,258,train,False,False,False,False,False,False,C,Grass-Crop,Low,0.0,True,False,False,
ISMN,SCAN,ReeseCenter,ReeseCenter,33.61536,-102.03869,1016.0,20160311,20160311,20210601,5.2,GRA,130.0,BSk,True,False,259,train,False,False,False,False,True,False,B,Grass-Crop,Mid,0.0,True,False,False,
ISMN,SCAN,ReynoldsHomestead,ReynoldsHomestead,36.63333,-80.13333,344.0,20211120,20211120,20251230,4.1,DBF,61.0,Cfa,True,False,260,train,True,False,False,False,False,False,C,Forest,Low,0.0,True,False,False,
ISMN,SCAN,RiverRoadFarms,RiverRoadFarms,31.01912,-85.03693,33.0,20160101,20140916,20190827,4.9,CRO,10.0,Cfa,True,False,261,train,False,False,False,False,False,False,C,Grass-Crop,Low,0.0,True,False,False,
ISMN,SCAN,RockSpringsPa,RockSpringsPa,40.71667,-77.93333,372.0,20170101,20170101,20251230,9.0,CRO,10.0,Dfa,True,False,262,train,True,False,False,False,False,False,D,Grass-Crop,Low,0.0018,True,False,False,
ISMN,SCAN,RogersFarm#1,RogersFarm#1,40.85,-96.46667,370.0,20160101,20140101,20210121,7.0,CRO,10.0,Dfa,True,False,263,val,False,False,False,False,False,False,D,Grass-Crop,Low,0.0,True,False,False,
ISMN,SCAN,SanAngelo,SanAngelo,31.5496,-100.50748,600.0,20160101,20140925,20220324,7.5,SAV,120.0,BSh,True,False,264,train,False,False,False,False,False,False,B,Shrub-Savanna,Mid,0.0,True,False,False,
ISMN,SCAN,SandyRidge,SandyRidge,33.65911,-90.57297,42.0,20160101,20140101,20251230,12.0,CRO,10.0,Cfa,True,False,266,train,True,False,False,False,True,False,C,Grass-Crop,Low,0.0002,True,False,False,
ISMN,SCAN,Scott,Scott,33.61962,-91.10184,50.0,20210824,20210824,20251230,4.4,CRO,10.0,Cfa,True,False,267,train,True,False,False,False,True,False,C,Grass-Crop,Low,0.0,True,False,False,
ISMN,SCAN,SellersLake#1,SellersLake#1,29.1,-81.63333,23.0,20160101,20140101,20220224,8.2,ENF,70.0,Cfa,True,False,268,train,False,False,False,False,False,False,C,Forest,Low,0.0495,True,False,False,
ISMN,SCAN,Selma,Selma,32.40392,-86.89137,43.0,20160822,20160822,20231020,7.1,ENF,70.0,Cfa,True,False,269,train,True,False,False,False,False,False,C,Forest,Low,0.0,True,False,False,
ISMN,SCAN,Sevilleta,Sevilleta,34.35813,-106.69127,1595.0,20180418,20180418,20210818,3.3,GRA,130.0,BSk,True,False,923,train,False,False,False,False,True,False,B,Grass-Crop,High,0.0,True,False,False,
ISMN,SCAN,ShagbarkHills,ShagbarkHills,42.43333,-95.76667,427.0,20160101,20140101,20200402,6.2,CRO,10.0,Dfa,True,False,271,train,False,False,False,False,False,False,D,Grass-Crop,Low,0.0,True,False,False,
ISMN,SCAN,Shenandoah,Shenandoah,37.91667,-79.2,537.0,20160101,20140101,20180419,4.3,DBF,60.0,Cfa,True,False,272,train,False,False,False,False,False,False,C,Forest,Mid,0.0,True,False,False,
ISMN,SCAN,Sidney,Sidney,47.77102,-104.247,693.0,20200807,20200807,20251230,5.4,GRA,130.0,BSk,True,False,273,train,True,False,False,False,True,False,B,Grass-Crop,Mid,0.0,True,False,False,
ISMN,SCAN,SilverCity,SilverCity,33.0875,-90.51151,35.0,20160101,20140101,20210725,7.5,CRO,10.0,Cfa,True,False,274,oos,False,False,False,False,False,False,C,Grass-Crop,Low,0.0,True,False,False,
ISMN,SCAN,SinkinForest,SinkinForest,37.50138,-91.2594,405.0,20210720,20210720,20250321,3.7,DBF,61.0,Dfa,True,False,276,train,True,False,False,False,False,False,D,Forest,Low,0.0,True,False,False,
ISMN,SCAN,Spickard,Spickard,40.25,-93.71667,278.0,20190603,20190603,20251230,6.6,GRA,130.0,Dfa,True,False,277,train,True,False,False,False,False,False,D,Grass-Crop,Low,0.0026,True,False,False,
ISMN,SCAN,SplitMountain,SplitMountain,40.39136,-109.35326,1476.0,20160101,20140101,20250321,11.2,CRO,10.0,BSk,True,False,278,train,True,False,False,False,False,False,B,Grass-Crop,Mid,0.0089,True,False,False,
ISMN,SCAN,StanleyFarm,StanleyFarm,34.43333,-86.68333,194.0,20220304,20220304,20251230,3.8,MF,100.0,Cfa,True,False,280,train,True,False,False,False,False,False,C,Forest,Low,0.0007,True,False,False,
ISMN,SCAN,Starkville,Starkville,33.47094,-88.78051,104.0,20160101,20140101,20200930,6.7,CRO,10.0,Cfa,True,False,281,oos,False,False,False,False,False,False,C,Grass-Crop,Low,0.0029,True,False,False,
ISMN,SCAN,Stephenville,Stephenville,32.24535,-98.19563,400.0,20160101,20140922,20200601,5.7,GRA,130.0,Cfa,True,False,282,train,False,False,False,False,True,False,C,Grass-Crop,Low,0.0011,True,False,False,
ISMN,SCAN,Stubblefield,Stubblefield,34.97018,-119.47831,913.0,20160101,20141101,20190519,4.5,GRA,130.0,BSk,True,False,283,train,False,False,False,False,False,False,B,Grass-Crop,Mid,0.0,True,False,False,
ISMN,SCAN,SudduthFarms,SudduthFarms,34.17973,-87.45618,235.0,20160101,20150529,20241009,9.4,GRA,130.0,Cfa,True,False,284,train,True,False,False,False,False,False,C,Grass-Crop,Low,0.0,True,False,False,
ISMN,SCAN,SunleafNursery,SunleafNursery,41.79618,-81.07653,204.0,20160101,20140101,20200620,6.5,GRA,130.0,Dfb,True,False,285,oos,False,False,False,False,False,False,D,Grass-Crop,Low,0.0,True,False,False,
ISMN,SCAN,TableMountain,TableMountain,45.80272,-111.58655,1364.0,20160101,20140101,20250321,11.2,GRA,130.0,Dfb,True,False,286,train,True,False,False,False,False,False,D,Grass-Crop,Mid,0.0,True,False,False,
ISMN,SCAN,TidewaterArec,TidewaterArec,36.68333,-76.76667,24.0,20160101,20140621,20190619,5.0,CRO,10.0,Cfa,True,False,287,train,False,False,False,False,False,False,C,Grass-Crop,Low,0.0091,True,False,False,
ISMN,SCAN,TncFortBayou,TncFortBayou,30.4712,-88.74162,13.0,20161130,20161130,20210605,4.5,ENF,70.0,Cfa,True,False,288,train,False,False,False,False,False,False,C,Forest,Low,0.0,True,False,False,
ISMN,SCAN,Torrington#1,Torrington#1,42.06667,-104.13333,1305.0,20160414,20160414,20250321,8.9,GRA,130.0,BSk,True,False,289,train,True,False,False,False,False,False,B,Grass-Crop,Mid,0.0,True,False,False,
ISMN,SCAN,TroughSprings,TroughSprings,36.37355,-115.78127,2391.0,20160101,20140101,20180804,4.6,GRA,130.0,BWh,True,False,290,oos,False,False,False,False,False,False,B,Grass-Crop,High,0.0,True,False,False,
ISMN,SCAN,TuleValley,TuleValley,39.23724,-113.45866,1400.0,20160101,20140101,20231202,9.9,SAV,120.0,BWk,True,False,291,train,True,False,False,False,False,False,B,Shrub-Savanna,Mid,0.0084,True,False,False,
ISMN,SCAN,Tunica,Tunica,34.6764,-90.41142,79.0,20160101,20150924,20200529,4.7,CRO,10.0,Cfa,True,False,292,train,False,False,False,False,False,False,C,Grass-Crop,Low,0.0013,True,False,False,
ISMN,SCAN,TwinPinesConservationArea,TwinPinesConservationArea,36.99024,-91.30943,293.0,20210105,20210105,20250321,4.2,DBF,61.0,Cfa,True,False,294,oos,False,True,False,False,False,False,C,Forest,Low,0.0,True,False,False,
ISMN,SCAN,UWPlatteville,UWPlatteville,42.70785,-90.3899,328.0,20160101,20140101,20231025,9.8,CRO,10.0,Dfa,True,False,295,train,True,False,False,False,False,False,D,Grass-Crop,Low,0.0,True,False,False,
ISMN,SCAN,Uapb-Earle,Uapb-Earle,35.27732,-90.45031,65.0,20160723,20160723,20251230,9.4,URB,190.0,Cfa,True,False,296,oos,False,True,False,False,False,False,C,Other,Low,0.0287,True,False,False,
ISMN,SCAN,UapbCampus-PB,UapbCampus-PB,34.25188,-92.02632,71.0,20210310,20210310,20251230,4.8,URB,190.0,Cfa,True,False,297,train,True,False,False,False,False,False,C,Other,Low,0.01,True,False,False,
ISMN,SCAN,UapbDewitt,UapbDewitt,34.27788,-91.35017,60.0,20170127,20170127,20220930,5.7,URB,190.0,Cfa,True,False,298,train,False,False,False,False,False,False,C,Other,Low,0.0,True,False,False,
ISMN,SCAN,UapbPointRemove,UapbPointRemove,35.20842,-92.92462,96.0,20210728,20210728,20251230,4.4,CRO,10.0,Cfa,True,False,299,train,True,False,False,False,False,False,C,Grass-Crop,Low,0.0,True,False,False,
ISMN,SCAN,Uvalde,Uvalde,29.21578,-99.75517,279.0,20160101,20140926,20200524,5.7,SAV,120.0,Cfa,True,False,300,train,False,False,False,False,False,False,C,Shrub-Savanna,Low,0.0004,True,False,False,
ISMN,SCAN,Vallecitos,Vallecitos,36.45976,-120.70601,494.0,20221029,20221029,20251230,3.2,GRA,130.0,BSk,True,False,301,train,True,False,False,False,False,False,B,Grass-Crop,Low,0.0,True,False,False,
ISMN,SCAN,Vermillion,Vermillion,37.19061,-112.19252,1948.0,20160101,20140101,20251230,12.0,SAV,120.0,BSk,True,False,302,train,True,False,False,False,True,False,B,Shrub-Savanna,High,0.0005,True,False,False,
ISMN,SCAN,Vernon,Vernon,34.01635,-99.2464,361.0,20160101,20150715,20210429,5.8,GRA,130.0,Cfa,True,False,303,oos,False,False,False,False,False,True,C,Grass-Crop,Low,0.0,True,False,False,
ISMN,SCAN,Violett,Violett,48.43578,-111.18423,983.0,20160101,20140101,20210114,7.0,CRO,10.0,BSk,True,False,304,train,False,False,False,False,True,False,B,Grass-Crop,Mid,0.0,True,False,False,
ISMN,SCAN,Wabeno#1,Wabeno#1,45.46667,-88.58333,482.0,20160101,20140101,20220101,8.0,DBF,61.0,Dfb,True,False,305,train,False,False,False,False,False,False,D,Forest,Low,0.0,True,False,False,
ISMN,SCAN,Wakulla#1,Wakulla#1,30.3,-84.41667,46.0,20170901,20170901,20250321,7.6,ENF,70.0,Cfa,True,False,307,train,True,False,False,False,False,False,C,Forest,Low,0.0,True,False,False,
ISMN,SCAN,WalnutGulch#1,WalnutGulch#1,31.73333,-110.05,1372.0,20160101,20150723,20240620,8.9,SAV,120.0,BSk,True,False,956,oos,False,True,False,False,False,True,B,Shrub-Savanna,Mid,0.0,True,False,True,
ISMN,SCAN,Watkinsville#1,Watkinsville#1,33.88333,-83.43333,235.0,20210810,20210810,20251230,4.4,GRA,130.0,Cfa,True,False,308,val,False,False,False,False,False,False,C,Grass-Crop,Low,0.0029,True,False,False,
ISMN,SCAN,WestSummit,WestSummit,38.01394,-109.12745,2131.0,20160101,20140101,20230530,9.4,SAV,120.0,Dfa,True,False,311,train,True,False,False,False,False,False,D,Shrub-Savanna,High,0.0,True,False,False,
ISMN,SCAN,WillowWells,WillowWells,33.53382,-103.63097,1383.0,20170218,20170218,20251230,8.9,GRA,130.0,BSk,True,False,312,train,True,False,False,False,False,False,B,Grass-Crop,Mid,0.0,True,False,False,
ISMN,SCAN,Wtars,Wtars,34.9,-86.53333,191.0,20160101,20140101,20180618,4.5,GRA,130.0,Cfa,True,False,313,train,False,False,False,False,False,False,C,Grass-Crop,Low,0.0,True,False,False,
ISMN,SCAN,YoumansFarm,YoumansFarm,32.66667,-81.2,23.0,20160101,20140619,20221101,8.4,MF,40.0,Cfa,True,False,314,train,False,False,False,False,False,False,C,Forest,Low,0.0022,True,False,False,
ISMN,SD_DEM,Demokeya,Demokeya,13.2829,30.4783,550.0,20160101,20140610,20201111,6.4,CRO,10.0,BWh,True,False,315,train,False,False,False,False,False,False,B,Grass-Crop,Mid,0.0,True,False,False,
ISMN,SMOSMANIA,Barnas,Barnas,44.666,4.15983,480.0,20190912,20190912,20230629,3.8,DBF,60.0,Dfb,True,False,316,train,True,False,False,False,False,False,D,Forest,Low,0.0,True,False,False,
ISMN,SMOSMANIA,Berzeme,Berzeme,44.62833,4.56667,650.0,20170613,20170613,20230629,6.0,GRA,130.0,Cfb,True,False,317,train,True,False,False,False,False,False,C,Grass-Crop,Mid,0.0,True,False,False,
ISMN,SMOSMANIA,CabrieresdAvignon,CabrieresdAvignon,43.88367,5.16483,142.0,20160101,20140101,20230629,9.4,CRO,12.0,Csb,True,False,318,train,True,False,False,False,False,False,C,Grass-Crop,Low,0.0,True,False,False,
ISMN,SMOSMANIA,Condom,Condom,43.9744,0.3361,174.0,20180417,20180417,20241231,6.7,CRO,12.0,Cfb,True,False,319,train,True,False,False,False,False,False,C,Grass-Crop,Low,0.0,True,False,False,
ISMN,SMOSMANIA,CreondArmagnac,CreondArmagnac,43.9936,-0.0469,149.0,20170817,20170817,20241231,7.3,CRO,10.0,Cfb,True,False,320,train,True,False,False,False,False,False,C,Grass-Crop,Low,0.0,True,False,False,
ISMN,SMOSMANIA,LaGrandCombe,LaGrandCombe,44.243,4.01017,499.0,20160205,20160205,20230629,7.3,URB,190.0,Cfb,True,False,321,train,True,False,False,False,False,False,C,Other,Low,0.0,True,False,False,
ISMN,SMOSMANIA,Lahas,Lahas,43.5472,0.8878,249.0,20160101,20140101,20230507,9.3,CRO,10.0,Cfb,True,False,322,train,True,False,False,False,False,False,C,Grass-Crop,Low,0.0004,True,False,False,
ISMN,SMOSMANIA,LezignanCorbieres,LezignanCorbieres,43.1733,2.7283,60.0,20170518,20170518,20241231,7.6,URB,190.0,Cfa,True,False,323,train,True,False,False,False,False,False,C,Other,Low,0.0,True,False,False,
ISMN,SMOSMANIA,Mazan-Abbaye,Mazan-Abbaye,44.73383,4.08383,1240.0,20171010,20171010,20230117,5.2,GRA,130.0,Dfb,True,False,324,val,False,False,False,False,False,False,D,Grass-Crop,Mid,0.0,True,False,False,
ISMN,SMOSMANIA,Mejannes-le-Clap,Mejannes-le-Clap,44.222,4.34483,318.0,20160614,20160614,20220928,6.3,GRA,130.0,Csb,True,False,325,val,False,False,False,False,False,False,C,Grass-Crop,Low,0.0,True,False,False,
ISMN,SMOSMANIA,Montaut,Montaut,43.1922,1.6436,295.0,20160101,20140101,20241231,10.9,CRO,10.0,Cfb,True,False,326,train,True,False,False,False,False,False,C,Grass-Crop,Low,0.0,True,False,False,
ISMN,SMOSMANIA,Mouthoumet,Mouthoumet,42.96,2.53,538.0,20160101,20140101,20241231,10.9,GRA,130.0,Cfa,True,False,327,train,True,False,False,False,False,False,C,Grass-Crop,Mid,0.0,True,False,False,
ISMN,SMOSMANIA,Narbonne,Narbonne,43.15,2.9567,112.0,20170818,20170818,20241231,7.3,CRO,10.0,Csa,True,False,328,train,True,False,False,False,False,False,C,Grass-Crop,Low,0.0,True,False,False,
ISMN,SMOSMANIA,PeyrusseGrande,PeyrusseGrande,43.6664,0.2217,245.0,20160101,20140101,20241231,10.9,CRO,10.0,Dfb,True,False,329,train,True,False,False,False,False,False,D,Grass-Crop,Low,0.0033,True,False,False,
ISMN,SMOSMANIA,Pezenas,Pezenas,43.43833,3.40333,30.0,20160614,20160614,20230629,7.0,CRO,12.0,Csa,True,False,330,oos,True,False,False,False,False,False,C,Grass-Crop,Low,0.0,True,False,True,
ISMN,SMOSMANIA,Prades-le-Lez,Prades-le-Lez,43.43767,3.40033,40.0,20160101,20140101,20181204,4.9,CRO,12.0,Csa,True,False,330,oos,False,False,False,False,False,False,C,Grass-Crop,Low,0.0,True,False,True,
ISMN,SMOSMANIA,Sabres,Sabres,44.1475,-0.8456,81.0,20160309,20160309,20230925,7.5,CRO,10.0,Cfb,True,False,331,train,True,False,False,False,False,False,C,Grass-Crop,Low,0.0,True,False,False,
ISMN,SMOSMANIA,SaintFelixdeLauragais,SaintFelixdeLauragais,43.4417,1.88,337.0,20160122,20160122,20241231,8.9,CRO,10.0,Cfb,True,False,332,oos,False,True,False,False,False,False,C,Grass-Crop,Low,0.0,True,False,False,
ISMN,SMOSMANIA,Savenes,Savenes,43.825,1.1767,158.0,20160101,20141201,20200319,5.2,CRO,10.0,Cfb,True,False,333,train,False,False,False,False,True,False,C,Grass-Crop,Low,0.0,True,False,False,
ISMN,SMOSMANIA,Urgons,Urgons,43.6397,-0.435,145.0,20181115,20181115,20241231,6.1,CRO,10.0,Dfc,True,False,334,train,True,False,False,False,False,False,D,Grass-Crop,Low,0.0,True,False,False,
ISMN,SMOSMANIA,Villevielle,Villevielle,43.79517,4.09083,41.0,20160101,20140101,20230629,9.4,CRO,12.0,Csa,True,False,335,train,True,False,False,False,True,False,C,Grass-Crop,Low,0.0,True,False,False,
ISMN,SNOTEL,AguaCanyon,AguaCanyon,37.52217,-112.27118,2710.0,20160101,20140101,20200930,6.7,ENF,70.0,Dfb,True,False,336,oos,False,False,False,False,False,False,D,Forest,High,0.0818,True,False,False,
ISMN,SNOTEL,AmericanCreek,AmericanCreek,64.78969,-141.23376,311.0,20200629,20200629,20251230,5.5,ENF,70.0,Dfc,True,False,337,oos,False,True,False,False,False,True,D,Forest,Low,0.0066,True,False,False,
ISMN,SNOTEL,AnchorRiverDivide,AnchorRiverDivide,59.8608,-151.31494,494.0,20160101,20140101,20251022,11.8,MF,100.0,Dsc,True,False,338,train,True,False,False,False,True,False,D,Forest,Low,0.0,True,False,False,
ISMN,SNOTEL,Aniak,Aniak,61.58337,-159.57708,27.0,20170511,20170511,20220506,5.0,SAV,120.0,Dfc,True,False,339,train,False,False,False,False,False,False,D,Shrub-Savanna,Low,0.2062,True,False,False,
ISMN,SNOTEL,ArapahoRidge,ArapahoRidge,40.35098,-106.38141,3341.0,20170829,20170829,20251230,8.3,ENF,70.0,Dfc,True,False,340,train,True,False,False,False,True,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,AtlantaSummit,AtlantaSummit,43.7569,-115.23907,2307.0,20160101,20140101,20240715,10.5,ENF,70.0,Dsb,True,False,342,train,True,False,False,False,True,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,Atwater,Atwater,40.59124,-111.63775,2667.0,20220825,20220825,20251230,3.4,ENF,70.0,Dsb,True,False,343,oos,False,True,False,False,False,False,D,Forest,High,0.0075,True,False,False,
ISMN,SNOTEL,BakerButte,BakerButte,34.45654,-111.40651,2243.0,20160427,20160427,20251022,9.5,ENF,70.0,Csa,True,False,344,train,True,False,False,False,False,False,C,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,BakerButteSmt,BakerButteSmt,34.45552,-111.38262,2353.0,20160101,20140607,20230706,9.1,ENF,70.0,Csa,True,False,344,train,True,False,False,False,False,False,C,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,Baldy,Baldy,33.97845,-109.50357,2807.0,20160707,20160707,20200611,3.9,ENF,70.0,Dfb,True,False,345,train,False,False,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,BannerSummit,BannerSummit,44.30342,-115.23447,2146.0,20160101,20140101,20251230,12.0,ENF,70.0,Dsb,True,False,346,train,True,False,False,False,False,False,D,Forest,High,0.0018,True,False,False,
ISMN,SNOTEL,BarM,BarM,34.86142,-111.60497,1945.0,20160101,20140101,20251022,11.8,ENF,70.0,Csa,True,False,347,train,True,False,False,False,False,False,C,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,BearCanyon,BearCanyon,43.74367,-113.93797,2414.0,20200225,20200225,20240526,4.3,ENF,70.0,Dfb,True,False,348,train,True,False,False,False,False,False,D,Forest,High,0.0139,True,False,False,
ISMN,SNOTEL,BearCreek,BearCreek,41.83391,-115.45278,2466.0,20191016,20191016,20251230,6.2,ENF,70.0,BSk,True,False,349,train,True,False,False,False,False,False,B,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,BearRiverRS,BearRiverRS,40.8852,-110.8277,2594.0,20160101,20140101,20251230,12.0,ENF,70.0,Dfb,True,False,350,train,True,False,False,False,True,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,BeaverDams,BeaverDams,39.13683,-111.55813,2429.0,20160101,20141001,20251230,11.2,ENF,70.0,BSk,True,False,351,train,True,False,False,False,False,False,B,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,BeaverDivide,BeaverDivide,40.61233,-111.09782,2509.0,20160101,20140905,20251230,11.3,ENF,70.0,Dfb,True,False,352,train,True,False,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,BenLomondPeak,BenLomondPeak,41.37603,-111.94405,2347.0,20160101,20140101,20200520,6.4,ENF,70.0,Dsa,True,False,353,oos,False,False,False,False,False,True,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,BenLomondTrail,BenLomondTrail,41.38291,-111.92103,1823.0,20160101,20140101,20200803,6.6,ENF,70.0,Dsa,True,False,353,oos,False,False,False,False,False,True,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,BerryCreek,BerryCreek,39.31917,-114.62278,2850.0,20160101,20140101,20251230,12.0,ENF,70.0,BSk,True,False,354,train,True,False,False,False,False,False,B,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,BerthoudSummit,BerthoudSummit,39.80364,-105.77786,3444.0,20170629,20170629,20230920,6.2,ENF,70.0,Dfc,True,False,355,train,True,False,False,False,True,False,D,Forest,High,0.0007,True,False,False,
ISMN,SNOTEL,BevansCabin,BevansCabin,40.46182,-112.25233,1972.0,20160101,20140101,20220929,8.7,ENF,70.0,Dfa,True,False,356,val,False,False,False,False,False,False,D,Forest,High,0.0,True,False,False,
ISMN,SNOTEL,BigBend,BigBend,41.76168,-115.6931,2100.0,20160101,20140101,20251230,12.0,GRA,130.0,BWk,True,False,357,oos,False,True,False,False,False,False,B,Grass-Crop,High,0.0,True,False,False,
ISMN,SNOTEL,BigCreekSum,BigCreekSum,39.29148,-117.11506,2655.0,20160101,20140101,20251230,12.0,ENF,70.0,Dfb,True,False,358,oos,False,True,False,False,False,False,D,Forest,High,0.0161,True,False,False,
ISMN,SNOTEL,BigFlat,BigFlat,38.30183,-112.35672,3146.0,20160101,20140101,20251230,12.0,ENF,70.0,BSk,True,False,359,oos,False,True,False,False,False,False,B,Forest,High,0.0,True,False,False,
